exer_id,knowledge_code
9521,[55]
11030,[82]
8759,[39]
12628,"[2, 25, 45]"
2821,"[7, 12]"
9855,[99]
3761,[52]
9622,[55]
4379,[33]
3650,[48]
7376,[97]
1547,[80]
12149,"[2, 45]"
9107,[99]
4286,[33]
4883,[50]
1819,[82]
11455,[61]
13568,[30]
11114,[82]
2160,[120]
13557,[30]
8997,[50]
11182,[82]
2854,"[7, 11]"
7912,[31]
10125,[19]
7293,[80]
323,"[7, 38]"
1036,"[1, 10]"
7693,[45]
448,"[7, 38]"
8253,[30]
8611,[50]
8224,[30]
3580,[48]
8197,[51]
7251,[31]
8703,[39]
7419,[49]
8454,[83]
9279,[99]
1461,"[46, 56]"
8221,[30]
2075,[120]
6643,"[47, 35, 36]"
10328,[17]
326,"[7, 38]"
5433,[15]
8925,[50]
1477,[83]
1588,[80]
1571,[80]
889,[98]
2767,"[7, 10]"
11839,[28]
12449,[8]
7396,[49]
1814,[82]
3981,[34]
3689,[31]
1551,[80]
11026,[82]
852,[98]
5123,[19]
2093,[120]
10845,[80]
9086,[99]
7517,[56]
11031,[82]
12461,[8]
1368,[35]
5469,"[13, 14]"
8453,[83]
1570,[80]
3771,[52]
7791,[31]
10733,[80]
5706,[22]
9819,[99]
8921,[50]
11873,[28]
5647,[68]
494,"[7, 38]"
8303,[30]
7284,[31]
6548,"[47, 35, 36]"
8855,[52]
6315,[96]
9862,[99]
1983,[120]
756,[105]
1111,"[1, 12]"
10982,[80]
10882,[80]
9190,[99]
3552,[37]
9887,[99]
381,"[7, 38]"
897,[98]
1590,[80]
9724,[99]
7465,[49]
734,[105]
3777,[52]
9375,[99]
9214,[99]
8882,[52]
8324,[50]
3671,[48]
683,"[46, 59]"
7203,[45]
8733,[39]
766,[105]
11016,[82]
12536,[8]
1853,[82]
12173,"[2, 45]"
11035,[82]
8989,[50]
10984,[80]
6678,"[47, 35, 36]"
8254,[30]
9670,[99]
849,[98]
7248,[31]
11838,[28]
7691,[45]
1420,"[38, 56]"
13452,[45]
14633,[49]
351,"[7, 38]"
9896,[99]
13540,[30]
9377,[99]
1116,"[1, 12]"
12157,"[2, 45]"
776,[105]
10922,[80]
6794,[21]
5468,"[13, 14]"
914,[98]
7111,[21]
710,"[46, 59]"
10067,[79]
9945,[37]
900,[98]
739,[105]
10759,[80]
9101,[54]
1822,[82]
1582,[80]
13528,[30]
2754,"[7, 10]"
12473,[8]
9220,"[23, 44]"
1533,[80]
850,[98]
4680,"[16, 17]"
5498,[15]
11010,[82]
8252,[30]
2205,"[105, 59]"
11821,[28]
6999,"[47, 40]"
1450,"[46, 56]"
8661,[50]
1563,[80]
11014,[82]
8495,[83]
7310,[31]
9725,[57]
692,"[46, 59]"
10660,[47]
1531,[80]
1724,[82]
4443,[35]
12709,"[32, 2, 49, 25]"
3808,[52]
8212,[30]
2165,[120]
8702,[39]
5458,"[13, 14]"
11029,[82]
7256,"[38, 56]"
9790,[57]
10117,[19]
9207,[99]
3775,[52]
8273,[83]
8228,[30]
1587,[80]
9884,[99]
9801,[57]
915,[98]
10851,[80]
851,[98]
10972,[80]
9277,[99]
8709,[39]
5501,[15]
11574,[60]
9646,[99]
7404,[49]
11282,[82]
1525,[80]
5681,[68]
10775,[80]
12693,"[32, 2, 49, 25]"
1549,[80]
1529,[80]
8305,[30]
9449,[99]
1745,[82]
898,[98]
6730,"[47, 35, 36]"
11354,[59]
1916,[104]
10986,[80]
3792,[52]
1177,[57]
11901,[28]
3665,[48]
5471,"[13, 14]"
11824,[28]
388,"[7, 38]"
1585,[80]
8774,[39]
899,[98]
6638,"[47, 35, 36]"
13109,[58]
916,[98]
1507,[80]
7862,[31]
4445,[35]
10675,[47]
3619,[48]
238,"[41, 7]"
7918,[31]
11405,[82]
5731,[93]
5754,[93]
7848,[31]
11149,[82]
5736,[93]
1957,[120]
7796,[31]
5737,[93]
2041,[120]
1517,[80]
8143,[83]
5746,[93]
1934,[120]
8150,[83]
2825,"[7, 12]"
7227,[31]
7853,[31]
1996,[120]
1384,[35]
7331,[31]
5740,[93]
2861,"[7, 11]"
1379,[35]
1383,[35]
10747,[80]
7358,[31]
965,[97]
7916,[31]
7811,[31]
8465,[83]
8364,[83]
8178,[51]
3270,[83]
12137,[49]
8714,[39]
8088,[51]
2416,"[4, 122]"
5081,[19]
2484,"[4, 122]"
9562,[55]
1072,"[1, 10]"
5771,[95]
8121,[51]
5687,[68]
1519,[80]
3639,[48]
7648,[53]
1636,[43]
11307,[82]
1220,[33]
8292,[83]
14227,[99]
5773,[95]
7053,[47]
7191,[49]
4566,"[4, 122]"
10771,[80]
4513,[35]
5735,[93]
1053,"[1, 10]"
10755,[80]
1404,[53]
8132,[83]
1397,[53]
3578,[48]
5697,[68]
10672,[47]
5712,[22]
14524,[64]
5686,[68]
1413,[53]
1550,[80]
8473,[83]
9929,[37]
1396,[53]
12687,"[32, 2, 49, 25]"
1121,"[1, 12]"
14224,[99]
1087,"[1, 10]"
3515,[37]
5785,[95]
8470,[83]
10777,[80]
1043,"[1, 10]"
9385,"[52, 23]"
7925,[31]
1508,[80]
3936,[34]
1006,[3]
14225,[99]
5669,[68]
10077,[79]
7770,[31]
5786,[95]
8726,[39]
9770,[57]
8748,[39]
8626,[50]
1406,[53]
7295,[80]
10243,[16]
12668,"[2, 25, 45]"
8388,[83]
12180,"[2, 45]"
1051,"[1, 10]"
9036,[54]
11186,[82]
8833,[52]
11183,[82]
9580,[55]
5784,[95]
1777,[82]
10869,[95]
14226,[99]
9518,[55]
8082,[51]
8411,[50]
4369,[33]
5008,[30]
7240,"[46, 56]"
10140,[19]
9015,[54]
6561,"[47, 35, 36]"
7470,[49]
9624,[55]
3562,[48]
10463,[26]
10134,[19]
7499,"[46, 56]"
8937,[50]
6893,[21]
3590,[48]
1837,[82]
1710,[82]
8424,[50]
4201,[33]
1747,[82]
4716,"[16, 17]"
10285,[16]
10315,[17]
10282,[16]
8535,[50]
8390,[50]
7129,[97]
8282,[83]
10242,[16]
5137,[19]
2482,"[4, 122]"
4688,"[16, 17]"
6896,"[103, 21]"
10174,[18]
10713,[47]
1297,[33]
6890,[21]
10928,[80]
4745,"[16, 17]"
4124,[34]
8383,[83]
8934,[50]
9918,[57]
10104,[19]
7115,[21]
2493,"[4, 122]"
8337,[50]
6943,[21]
1557,[80]
10990,[80]
8693,[50]
5096,[19]
12172,"[2, 45]"
11342,[82]
8327,[50]
91,"[8, 45]"
7328,[31]
13469,[45]
2657,"[4, 122]"
4800,"[16, 17]"
8950,[50]
10646,[47]
1733,[82]
10118,[19]
8926,[50]
4521,[35]
5099,[19]
10255,[16]
2648,"[4, 122]"
1782,[82]
1536,[80]
2420,"[4, 122]"
10932,[80]
8744,[39]
8705,[39]
11113,[82]
1702,[82]
4779,"[16, 17]"
2712,"[4, 122]"
6892,[21]
2945,[8]
10971,[80]
10937,[80]
3785,[52]
6579,"[47, 35, 36]"
5120,[19]
9355,"[52, 23]"
8958,[50]
2512,"[4, 122]"
7401,[49]
1594,[80]
949,[98]
3598,[48]
10705,[47]
10023,[79]
6942,[21]
2610,"[4, 122]"
9978,[37]
10881,[80]
1356,[35]
12147,"[2, 45]"
7818,[31]
3259,[57]
8932,[50]
7692,[45]
4575,"[4, 122]"
9495,[55]
1812,[82]
1579,[80]
1605,[80]
1306,[35]
1815,[82]
1768,[82]
1742,[82]
10977,[80]
788,"[7, 11]"
799,"[7, 11]"
2812,"[7, 12]"
3556,[37]
1526,[80]
11274,[82]
3889,"[33, 34]"
3536,[37]
3553,[37]
1555,[80]
11090,[82]
6883,[21]
3610,[48]
9266,[23]
6817,[21]
1699,[82]
6795,[21]
8428,[50]
8153,[83]
6775,[21]
10936,[80]
6747,[21]
10075,[79]
8432,[50]
8151,[83]
7557,"[46, 56]"
1652,[43]
6900,[21]
1329,[35]
11185,[82]
8090,[51]
5724,[22]
8957,[50]
9596,[55]
8802,[52]
7102,[21]
6667,"[47, 35, 36]"
6753,[21]
3605,[48]
978,[97]
10892,[80]
6875,[21]
7966,[45]
8434,[50]
10909,[80]
9254,[23]
6828,[21]
6885,[21]
4068,[34]
8260,[83]
11318,[82]
8127,[51]
10944,[80]
8394,[50]
8546,[43]
7683,[45]
1584,[80]
7826,[31]
7702,[33]
3985,"[33, 34]"
9729,[57]
5658,[67]
3989,"[33, 34]"
11874,[28]
7642,[53]
7608,[53]
9403,"[52, 23]"
1677,[43]
1156,[57]
12146,"[2, 45]"
8673,[50]
9787,[57]
7337,[31]
8482,[83]
3820,[52]
8148,[83]
5684,[67]
9799,[57]
6589,"[47, 35, 36]"
7351,[31]
6802,[21]
1885,[82]
8593,[43]
8701,[39]
5665,[68]
6814,[21]
11845,[28]
8099,[51]
11325,[82]
1258,[33]
10632,[47]
8409,[50]
3547,[37]
12174,"[2, 45]"
1861,[82]
6786,[21]
9329,[23]
8767,[39]
6809,[21]
6829,[21]
8564,[43]
8515,[43]
1515,[80]
7441,[45]
11864,[28]
9542,[55]
8070,[51]
8083,[51]
7464,[49]
8441,[50]
8416,[50]
10215,[19]
7281,[31]
5833,[27]
6929,[21]
5830,[27]
6950,[21]
5191,[18]
8525,[43]
8262,[83]
5809,[27]
2037,[120]
5725,[22]
8651,[50]
4756,"[16, 17]"
8700,[39]
8235,[30]
7798,[31]
5316,[30]
9793,[57]
5539,"[13, 14]"
9520,[55]
7664,[45]
4386,[33]
10969,[80]
6865,[21]
3240,[57]
7884,[31]
7353,[31]
5564,"[13, 14]"
1456,"[46, 56]"
1134,[57]
13818,[99]
5561,"[13, 14]"
6953,[21]
10769,[80]
7120,[21]
4299,[33]
3212,[50]
905,[98]
13956,[99]
10042,[79]
5548,[15]
13819,[99]
8824,[52]
11188,[82]
5966,[26]
8184,[51]
8995,[50]
7662,[45]
13449,[45]
1263,[33]
13776,[99]
12266,[86]
8340,[83]
3129,"[7, 15]"
11268,[82]
12280,[86]
1845,[82]
5705,[22]
13884,[99]
5568,"[13, 14]"
11118,[82]
5432,[15]
5621,"[16, 17]"
8333,[50]
4738,"[16, 17]"
4539,[35]
11376,[82]
9489,[55]
7199,[45]
5683,[68]
12346,[85]
1280,[33]
8740,[39]
10707,[47]
6846,[21]
4908,[30]
6777,[21]
1176,[57]
1372,[35]
1878,[82]
5730,[93]
3851,"[33, 34]"
9147,[54]
7690,[45]
5641,[68]
4796,"[16, 17]"
4022,[34]
7386,[97]
13462,[45]
9117,[54]
6842,[21]
7697,[33]
10131,[19]
7204,[45]
4891,[50]
7106,[21]
5070,[19]
7515,[56]
6981,[21]
4470,[35]
1765,[82]
7244,"[46, 56]"
13817,[99]
8277,[83]
13924,[99]
9957,[37]
7321,[31]
3181,[50]
5795,[27]
5834,[27]
6801,[21]
3927,[34]
5185,[18]
527,"[7, 9]"
4765,"[16, 17]"
13860,[99]
10248,[16]
5751,[93]
12323,"[85, 86]"
2602,"[4, 122]"
3780,[52]
2366,"[105, 59]"
2553,"[4, 122]"
12720,"[32, 2, 49, 25]"
7943,[31]
2220,"[105, 59]"
13458,[45]
3827,[52]
1381,[35]
11835,[28]
9585,[55]
3648,[48]
737,[105]
1252,[33]
14196,[99]
5640,[67]
13142,[59]
13152,[59]
13000,[14]
859,[98]
2212,"[105, 59]"
3360,[107]
5279,[30]
5584,[14]
3915,[34]
10311,[17]
8080,[51]
5912,[27]
13023,[58]
13038,[58]
4113,[34]
12725,"[32, 2, 49, 25]"
5944,[26]
13076,[58]
5597,[14]
4795,"[16, 17]"
2558,"[4, 122]"
10889,[80]
14143,[99]
2235,"[105, 59]"
13561,[30]
8496,[83]
2456,"[4, 122]"
4921,[30]
724,[105]
4706,"[16, 17]"
6849,[21]
8728,[39]
10506,[26]
8922,[50]
5908,[27]
4103,[34]
10132,[19]
4778,"[16, 17]"
7909,[31]
10703,[80]
13572,[30]
1154,[57]
11407,[82]
3661,[48]
3358,[107]
6749,[21]
1821,[82]
4699,"[16, 17]"
13463,[45]
11146,[82]
4709,"[16, 17]"
4510,[35]
10789,[94]
1020,[3]
13117,[58]
8829,[52]
6601,"[47, 35, 36]"
9526,[99]
5020,[30]
13223,[99]
2794,"[7, 10]"
9748,[57]
2451,"[4, 122]"
7457,[97]
1877,[82]
12248,[12]
5720,[22]
1148,[57]
3597,[48]
9663,[99]
6767,[21]
6888,[21]
10638,[47]
3642,[48]
6797,[21]
3126,"[7, 15]"
2826,"[7, 12]"
5175,"[24, 30]"
5928,[27]
1641,[43]
8392,[50]
11156,[93]
12332,[85]
4813,[30]
3843,[52]
8954,[50]
7780,[31]
5176,"[24, 30]"
12099,[61]
5917,[27]
14200,[99]
8124,[51]
10757,[80]
9757,[57]
10308,[17]
6009,[26]
6793,[21]
3767,[52]
1973,[120]
9109,[99]
13321,[99]
131,"[2, 45]"
8216,[30]
2680,"[4, 122]"
6744,[21]
8915,[50]
6366,[96]
5756,[93]
9893,[99]
8301,[30]
3318,[107]
1086,"[1, 10]"
11038,[82]
3202,[50]
8613,[50]
10319,[17]
9386,"[52, 23]"
13564,[30]
9609,[55]
13271,[99]
1913,[104]
1920,[104]
858,[98]
2454,"[4, 122]"
12102,[61]
5308,[30]
11012,[82]
6365,[96]
2301,"[105, 59]"
6780,[21]
14142,[99]
14572,[100]
11228,[92]
5214,[30]
14574,[100]
5278,[30]
5148,[19]
5677,[68]
11677,[10]
12986,[14]
7969,[45]
5612,"[16, 17]"
7398,[49]
8098,[51]
6540,"[47, 35, 36]"
13141,[59]
149,"[2, 45]"
8985,[50]
14140,[99]
7932,[31]
12261,[86]
12154,"[2, 45]"
2442,"[4, 122]"
12293,[84]
6903,[21]
12162,"[2, 45]"
6710,"[47, 35, 36]"
7130,[97]
13562,[30]
10016,[79]
5923,[27]
2617,"[4, 122]"
1597,[80]
6576,"[47, 35, 36]"
6364,[96]
674,"[46, 59]"
6453,[87]
7858,[31]
4833,[30]
2624,"[4, 122]"
1254,[33]
11579,[60]
4108,[34]
8130,[51]
6454,[87]
2211,"[105, 59]"
3816,[52]
6632,"[47, 35, 36]"
10124,[19]
9839,[99]
3359,[107]
2210,"[105, 59]"
11909,[89]
13087,[58]
4489,[35]
13156,[59]
1315,[35]
1021,[3]
2561,"[4, 122]"
10074,[79]
860,[98]
5197,[18]
3970,[34]
6970,[21]
9593,[55]
2595,"[4, 122]"
11819,[28]
5918,[27]
1010,[3]
145,"[2, 45]"
5177,"[24, 30]"
7927,[31]
11662,[10]
10612,[27]
5202,[18]
1646,[43]
967,[97]
3138,"[7, 15]"
9994,[79]
12855,[13]
2838,"[7, 11]"
2593,"[4, 122]"
7112,[21]
9616,[55]
14141,[99]
2494,"[4, 122]"
5927,[27]
2163,[120]
2903,[120]
13124,[58]
8084,[51]
4556,"[4, 122]"
1045,"[1, 10]"
14301,[99]
6058,[90]
9340,[99]
5783,[95]
5845,[27]
689,"[46, 59]"
832,[98]
6861,[21]
14202,[99]
770,[105]
8306,[30]
9944,[37]
4182,[33]
7666,[45]
7899,[31]
7018,"[47, 40]"
2989,"[32, 2, 50]"
2004,[120]
6974,[21]
5604,[14]
13484,[59]
7105,[21]
14245,[99]
775,[105]
5650,[68]
14573,[100]
13017,[58]
14201,[99]
3361,[107]
9097,[54]
3156,"[32, 2, 49, 25]"
732,[105]
6590,"[47, 35, 36]"
1773,[82]
2972,"[32, 2, 50]"
12947,[14]
1995,[120]
7285,[31]
11623,[9]
2613,"[4, 122]"
5902,[27]
11283,[82]
6452,[87]
1919,[104]
13328,[99]
8429,[50]
4718,"[16, 17]"
5709,[22]
4919,[30]
1334,[35]
8541,[43]
7876,[31]
1684,[43]
1811,[82]
2846,"[7, 11]"
11269,[82]
11187,[82]
9259,[23]
1711,[82]
1857,[82]
1157,[57]
8549,[43]
4899,[30]
222,"[41, 7]"
7276,[31]
7271,[31]
1999,[120]
4925,[30]
9311,[23]
3540,[37]
8296,[83]
2839,"[7, 11]"
11281,[82]
2996,"[6, 9]"
576,"[7, 10]"
3103,"[6, 9]"
8147,[83]
3529,[37]
3662,[48]
1427,"[38, 56]"
1428,"[38, 56]"
10700,[80]
11193,[82]
9988,[79]
7544,"[46, 56]"
10783,[80]
8157,[83]
4362,[33]
7246,[31]
8770,[39]
13984,[99]
7828,[31]
10964,[80]
4548,[35]
4018,[34]
6340,[96]
195,"[66, 7]"
4356,[33]
1578,[80]
6339,[96]
11725,[9]
12151,"[2, 45]"
6133,[90]
13005,[14]
3940,[34]
5601,[14]
8458,[83]
6155,[90]
3136,"[7, 15]"
13539,[30]
3629,[48]
4070,[34]
4292,[33]
6137,[90]
8168,[83]
6405,[87]
8215,[30]
6163,[90]
6514,[87]
12997,[14]
174,"[2, 45]"
6132,[90]
5889,[27]
12144,"[2, 45]"
11837,[28]
6467,[87]
6406,[87]
10188,[18]
6512,[87]
5849,[27]
172,"[2, 45]"
12888,[13]
6404,[87]
6455,[87]
7450,[45]
10603,[27]
4002,"[33, 34]"
10985,[80]
6131,[90]
8240,[30]
9607,[55]
1859,[82]
7283,[31]
6134,[90]
6135,[90]
12955,[14]
3519,[37]
2874,[3]
3969,[34]
12632,"[2, 25, 45]"
5841,[27]
5594,[14]
8307,[30]
5806,[27]
6463,[87]
4904,[30]
6808,[21]
1093,"[1, 10]"
12164,"[2, 45]"
11957,[55]
6796,[21]
8910,[50]
10921,[80]
5911,[27]
6439,[87]
1520,[80]
4484,[35]
3893,"[33, 34]"
1016,[3]
8668,[50]
7431,[98]
8201,[83]
7716,[33]
9765,[57]
13007,[14]
9915,[57]
7910,[31]
5247,[30]
1217,[33]
7424,[49]
6933,[21]
6275,[90]
4798,"[16, 17]"
7759,[31]
10055,[79]
5607,[14]
7151,[97]
6513,[87]
6776,[21]
1387,[35]
12949,[14]
6641,"[47, 35, 36]"
1060,"[1, 10]"
7344,[31]
13522,[30]
7430,[98]
6495,[87]
11883,[28]
6251,[90]
3887,"[33, 34]"
6130,[90]
12340,[85]
1568,[80]
9540,[55]
11007,[82]
11862,[28]
7391,[97]
6458,[87]
11192,[82]
8198,[51]
8854,[52]
12361,[3]
3653,[48]
7190,[49]
5144,[19]
1736,[82]
8189,[51]
5860,[27]
1491,[83]
7215,[31]
8410,[50]
6456,[87]
7432,[98]
8956,[50]
6457,[87]
6533,"[47, 35, 36]"
1366,[35]
7747,[33]
10267,[16]
11935,[91]
167,"[2, 45]"
6138,[90]
229,"[41, 7]"
5817,[27]
4032,[34]
6783,[21]
11622,[9]
10010,[79]
6778,[21]
1771,[82]
8202,[83]
595,"[7, 12]"
9404,"[52, 23]"
597,"[7, 12]"
7463,[49]
9406,"[52, 23]"
7541,"[38, 56]"
13453,[45]
9246,[23]
3600,[48]
9217,"[23, 44]"
7835,[31]
10035,[79]
3577,[48]
8203,[83]
2749,"[7, 10]"
3595,[48]
1056,"[1, 10]"
10750,[80]
1763,[82]
1000,[3]
11273,[82]
998,[3]
7948,[31]
557,"[7, 10]"
6410,[87]
3542,[37]
5593,[14]
10633,[47]
10935,[80]
3253,[57]
1808,[82]
3027,"[6, 12]"
541,"[7, 9]"
10752,[80]
10929,[80]
7838,[31]
155,"[2, 45]"
5583,[14]
10702,[80]
568,"[7, 10]"
5579,[14]
8710,[39]
601,"[7, 12]"
3060,"[6, 11]"
2863,"[7, 11]"
560,"[7, 10]"
596,"[7, 12]"
3503,[37]
6407,[87]
6409,[87]
6408,[87]
2857,"[7, 11]"
10698,[80]
7268,[31]
3011,"[6, 9]"
1099,"[1, 12]"
924,[98]
7384,[97]
14453,[100]
8187,[51]
12347,[85]
12279,[86]
11644,[9]
8883,[52]
6785,[21]
6901,[21]
9930,[37]
12290,[84]
922,[98]
842,[98]
1311,[35]
1004,[3]
7152,[97]
10760,[80]
8944,[50]
10251,[16]
12756,"[6, 10]"
1031,[3]
4553,[35]
3541,[37]
11404,[82]
14458,[100]
6960,[21]
6832,[21]
14454,[100]
4302,[33]
6928,[21]
8043,[42]
9785,[57]
8310,[83]
9876,[99]
10127,[19]
7128,[97]
9958,[37]
14455,[100]
14612,[100]
4025,[34]
853,[98]
9999,[79]
10727,[80]
12729,"[6, 10]"
7100,[21]
14473,[100]
7920,[31]
9750,[57]
9326,[23]
3667,[48]
7389,[97]
5788,[95]
1166,[57]
9749,[57]
14506,[100]
12411,[3]
12412,[3]
11194,[82]
14459,[100]
3778,[52]
14505,[100]
12750,"[6, 10]"
14615,[100]
14457,[100]
1455,"[46, 56]"
6045,[94]
11264,[82]
7377,[97]
923,[98]
14450,[100]
9825,[99]
1018,[3]
14614,[100]
1459,"[38, 56]"
5695,[68]
9411,"[52, 23]"
13479,[45]
4701,"[16, 17]"
7837,[31]
14472,[100]
10235,[16]
6611,"[47, 35, 36]"
4683,"[16, 17]"
9807,[57]
1030,[3]
1029,[3]
4882,[50]
7101,[21]
3859,"[33, 34]"
10297,[17]
3527,[37]
14610,[100]
1022,[3]
5127,[19]
8962,[50]
13972,[99]
11870,[28]
14613,[100]
2786,"[7, 10]"
3641,[48]
6756,[21]
2759,"[7, 10]"
10722,[47]
10276,[16]
14491,[100]
14452,[100]
2871,[3]
5627,"[16, 17]"
9873,[99]
14474,[100]
1008,[3]
3499,[37]
7644,[53]
12171,"[2, 45]"
9824,[99]
8697,[50]
7393,[97]
11744,[9]
3065,"[6, 11]"
11676,[10]
14350,[100]
1013,[3]
2957,[8]
12352,[3]
9948,[37]
3157,"[32, 2, 25]"
2738,[5]
243,"[41, 7]"
2965,"[32, 2, 50]"
12407,[3]
231,"[41, 7]"
9932,[37]
14431,[100]
1002,[3]
2987,"[32, 2, 50]"
14351,[100]
7724,[33]
1548,[80]
2807,"[7, 10]"
12772,"[6, 12]"
580,"[7, 12]"
103,"[8, 45]"
11084,[82]
7700,[33]
14436,[100]
5430,[15]
4839,[45]
14430,[100]
2014,[120]
3118,"[7, 15]"
12054,[10]
7868,[31]
3063,"[6, 11]"
12227,[12]
11721,[9]
2773,"[7, 10]"
2929,[8]
14435,[100]
12634,"[2, 25, 45]"
97,"[8, 45]"
9975,[37]
545,"[7, 9]"
1025,[3]
11754,[10]
14349,[100]
2077,[120]
12533,[8]
2905,[8]
7346,[31]
12362,[3]
1717,[82]
2169,[120]
600,"[7, 12]"
12371,[3]
241,"[41, 7]"
82,"[8, 45]"
2082,[120]
2896,[120]
12421,[3]
1009,[3]
1073,"[1, 10]"
10743,[80]
14546,[100]
14373,[64]
81,"[8, 45]"
514,[5]
11785,[10]
12364,[3]
3149,"[32, 2, 25]"
12369,[3]
5502,[15]
12637,"[2, 25, 45]"
11271,[82]
5562,"[13, 14]"
5557,"[13, 14]"
12424,[3]
7703,[33]
2849,"[7, 11]"
6429,[87]
10477,[26]
11216,[93]
9058,[99]
7409,[98]
2147,[120]
2478,"[4, 122]"
3162,"[32, 2, 25]"
7889,[31]
3923,[34]
10345,[16]
7336,[31]
8352,[50]
6963,[21]
12908,[13]
5213,[30]
12383,[3]
5122,[19]
12363,[3]
11235,[92]
8326,[50]
5729,[22]
11257,[92]
6674,"[47, 35, 36]"
9511,[99]
10481,[26]
10475,[26]
8890,[52]
12978,[14]
1868,[82]
1114,"[1, 12]"
10408,[26]
555,"[7, 9]"
5283,[30]
12373,[3]
11605,[60]
11221,[92]
12425,[3]
4772,"[16, 17]"
5790,[27]
6087,[90]
4959,[30]
6925,[21]
13544,[30]
6585,"[47, 35, 36]"
12972,[14]
3169,"[32, 2, 25]"
8196,[51]
8126,[51]
5224,[30]
1064,"[1, 10]"
6088,[90]
13535,[30]
8972,[50]
7704,[33]
1070,"[1, 10]"
6420,[87]
2992,"[32, 2, 50]"
5275,[30]
1998,[120]
12069,[60]
7359,[31]
6211,[90]
6623,"[47, 35, 36]"
11286,[82]
7775,[31]
6803,[21]
12964,[14]
12956,[14]
11115,[82]
13238,[99]
4818,[30]
12250,[12]
10582,[27]
11279,[82]
150,"[2, 45]"
7954,[31]
12647,"[2, 25, 45]"
11736,[9]
4720,"[16, 17]"
6428,[87]
6430,[87]
12641,"[2, 25, 45]"
8334,[50]
10061,[79]
4757,"[16, 17]"
12726,"[32, 2, 49, 25]"
12060,[60]
8683,[50]
8271,[83]
12987,[14]
3821,[52]
5219,[30]
3271,[83]
6421,[87]
11302,[82]
2503,"[4, 122]"
13566,[30]
2973,"[32, 2, 50]"
3152,"[32, 2, 49, 25]"
8247,[30]
5259,[30]
4344,[33]
6085,[90]
1726,[82]
6089,[90]
4560,"[4, 122]"
3664,[48]
4679,"[16, 17]"
7329,[31]
8180,[51]
11379,[59]
6086,[90]
9810,[57]
8314,[83]
1273,[33]
1862,[82]
5950,[26]
8317,[83]
6687,"[47, 35, 36]"
8938,[50]
13549,[30]
6422,[87]
1682,[43]
4840,[45]
8250,[30]
7745,[33]
12983,[14]
6841,[21]
13559,[30]
12631,"[2, 25, 45]"
11916,[89]
8534,[50]
5599,[14]
12158,"[2, 45]"
2842,"[7, 11]"
7859,[31]
400,"[7, 38]"
8359,[83]
7232,[31]
7290,[80]
11041,[82]
12467,[8]
12465,[8]
12209,[12]
85,"[8, 45]"
12671,"[2, 25, 45]"
76,"[8, 45]"
12007,[10]
12487,[8]
2969,"[32, 2, 50]"
2922,[8]
12527,[8]
2921,[8]
11995,[9]
11640,[9]
12667,"[2, 25, 45]"
12523,[8]
3153,"[32, 2, 25]"
120,"[8, 45]"
11634,[9]
116,"[8, 45]"
11628,[9]
105,"[8, 45]"
12218,[12]
12663,"[2, 25, 45]"
4263,[33]
1200,[34]
12691,"[32, 2, 49, 25]"
7944,[31]
12633,"[2, 25, 45]"
4054,[34]
12659,"[2, 25, 45]"
1208,[34]
1206,[34]
12675,"[2, 25, 45]"
1210,[34]
12654,"[2, 25, 45]"
4081,[34]
4237,[33]
1289,[33]
12629,"[2, 25, 45]"
12707,"[32, 2, 49, 25]"
12695,"[32, 2, 49, 25]"
12721,"[32, 2, 49, 25]"
1201,[34]
1250,[33]
1188,[34]
7311,[31]
4242,[33]
1203,[34]
1240,[33]
7497,"[46, 56]"
7532,"[38, 56]"
11320,[82]
11023,[82]
11148,[82]
7560,"[46, 56]"
2843,"[7, 11]"
11656,[10]
1108,"[1, 12]"
1058,"[1, 10]"
7491,[56]
2789,"[7, 10]"
12183,[12]
11694,[10]
2808,"[7, 12]"
3838,[52]
8879,[52]
12189,[12]
12020,[10]
11638,[9]
11708,[10]
12008,[10]
8799,[52]
1066,"[1, 10]"
2753,"[7, 10]"
8820,[52]
1126,[57]
3255,[57]
2866,"[7, 11]"
9904,[99]
14217,[99]
12786,"[6, 12]"
3258,[57]
2795,"[7, 10]"
14298,[99]
3102,"[6, 9]"
8856,[52]
8804,[52]
6956,[21]
8649,[50]
3833,[52]
14300,[99]
14299,[99]
8875,[52]
9849,[99]
12743,"[6, 10]"
11688,[10]
3032,"[6, 12]"
12198,[12]
12812,"[6, 11]"
2771,"[7, 10]"
1038,"[1, 10]"
11620,[9]
3084,"[6, 11]"
7556,"[46, 56]"
14122,[99]
3113,"[6, 9]"
3005,"[6, 9]"
2851,"[7, 11]"
3234,[57]
14250,[99]
14279,[99]
14278,[99]
7259,"[38, 56]"
14136,[99]
14277,[99]
14251,[99]
14249,[99]
3235,[57]
14121,[99]
14120,[99]
14134,[99]
14135,[99]
11696,[10]
10962,[80]
12016,[10]
12205,[12]
11673,[10]
1049,"[1, 10]"
7528,"[38, 56]"
11646,[9]
535,"[7, 9]"
7485,[56]
12824,"[6, 9]"
15464,[53]
1071,"[1, 10]"
7302,[80]
2847,"[7, 11]"
12816,"[6, 11]"
2809,"[7, 12]"
3812,[52]
1057,"[1, 10]"
3041,"[6, 12]"
12775,"[6, 12]"
7291,[80]
3030,"[6, 12]"
12748,"[6, 10]"
8971,[50]
10875,[80]
3250,[57]
1094,"[1, 10]"
11680,[10]
7540,"[38, 56]"
7523,"[38, 56]"
